Id,Referencia,Código Barra,Nombre,SKU,Descripción,Item Tipo,Es Combo,Precio 1,Precio 2,Precio 3,Precio 4,Precio 5,Margen 1,Margen 2,Margen 3,Margen 4,Margen 5,No Comisionable,Marca Id,Marca Nombre,Categoria Id,Categoria Nombre,SubCategoria Id,SubCategoria Nombre,Familia Id,Familia Nombre,RazonTransaccion Id,RazonTransaccion Nombre,Item Unidad Id,Item Unidad Descripcion,Costo Promedio Ponderado,Punto Reorden,Costo Ultimo De Compra,Cuenta Compra,Cuenta Venta,Cuenta Costo,Suplidor,Estatus,Tipo Ingreso,Código Arancelario,Impuestos de Importación,Días de Garantía,Tiempo de Entrega,Crear Usuario,Fecha Creación,Actualizar Usuario,Fecha Actualización,Atributo 1,Atributo 2,Atributo 3,Atributo 4,Atributo 5,Atributo 6,Atributo 7,Atributo 8,Atributo 9,Atributo 10,Imagen
4095,ACTUADOR ELECTRICO ROTORK,,55996PF / ACTUADOR ELECTRICO ROTORK,IQ18 F10 A,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,6930,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,4199.25,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4096,ACTUADOR ELECTRICO ROTORK,,55996PG / ACTUADOR ELECTRICO ROTORK,IQ19 F10 A,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,5093.15835,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,3512.523,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4097,ACT.HIGH PRESURE CLAS 2500 VAL,,55996RE / Act.high presure Clas 2500 val ROTORK modelo IQ25 F14 A,IQ25 F14 A 440/3/60,Act.high presure Clas 2500 val ROTORK modelo IQ25 F14 A,Producto con Inventario con Descuento y Despacho,No,9188.56,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,5385.975,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4098,ACTUADOR NEUMATICO T/YUGO FC,,55996NC / ACTUADOR NEUMATICO T/YUGO FC,RCIO280SR80,ACTUADOR NEUMATICO T/YUGO FC,Producto con Inventario con Descuento y Despacho,No,5608.387575,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,3867.8535,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4099,ACTUADOR HIDRAULICO ROTORK,,55996UE / ACTUADOR HIDRAULICO ROTORK,RH-240-090F/C1 +SOLDO SY0,ACTUADOR HIDRAULICO ROTORK,Producto con Inventario con Descuento y Despacho,No,6462.662325,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,4457.0085,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4100,SWITCH ELECTRICO ROTORK,,55996W / Switch eléctrico rotork ROTORK modelo GH-065C-045F/D,GH-065C-045F/D,Switch eléctrico rotork ROTORK modelo GH-065C-045F/D,Producto con Inventario con Descuento y Despacho,No,3396,,,,,45,,,,,No,236,ROTORK,217,55 - Switches,,,,,,,1,Unidad,,,1950.9,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4101,ACTUADOR ELECTRICO ROTORK,,55996R / ACTUADOR ELECTRICO ROTORK,IQT 2000F141WT 300B0006,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,6211,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,3587.43,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4102,ACTUADOR HIDRAULICO ROTORK,,55996UCA / ACTUADOR HIDRAULICO ROTORK,RH-240-090F/D2 +SOLDO SY0,ACTUADOR HIDRAULICO ROTORK,Producto con Inventario con Descuento y Despacho,No,9464.38,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,5735.99,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4103,ACTUADOR ELECT. BAA IT1 ROTORK,,55996PJ / ACTUADOR ELECT. BAA IT1 ROTORK,IQ35 F16 B4 (IP68) 380,ACTUADOR ELECT. BAA IT1 ROTORK,Producto con Inventario con Descuento y Despacho,No,18005.29,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,10912.3,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4104,ACTUADOR  LINEAL ROTORK,,55996UD / ACTUADOR LINEAL ROTORK,LA-2520,ACTUADOR LINEAL ROTORK,Producto con Inventario con Descuento y Despacho,No,13080,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,7926.73,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4105,ACTUADOR ELEC ROTORK P/VALV.24,,55996MC / ACTUADOR ELEC ROTORK para válvula24,IQM12 F10 B4,ACTUADOR ELEC ROTORK para válvula24,Producto con Inventario con Descuento y Despacho,No,10145,,,,,45,,,,,No,236,ROTORK,220,55 - Conectores,,,,,,,1,Unidad,,,6147.35,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4106,ACTUADOR ROTORK 85-120 PSIG,,55996MH / ACTUADOR ROTORK 85-120 PSIG,GP-085C-280_/C 2D-CI,ACTUADOR ROTORK 85-120 PSIG,Producto con Inventario con Descuento y Despacho,No,8473.72,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,5135.59,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4107,ACTUADOR ELECTRICO ROTORK,,55996PGA / ACTUADOR ELECTRICO ROTORK,IQ19 /MOD11N,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,6803,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,3512.523,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4108,ACTUADOR ELECTRICO ROTORK,,55996NA / ACTUADOR ELECTRICO ROTORK,CKRC120.F10.A.,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,4428.9525,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,3054.45,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4109,ACTUADOR ELECTRICO ROTORK,,55996N / ACTUADOR ELECTRICO ROTORK,IQ12FA10B4IW5R,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,13396.24,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,7806.4,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4110,ACTUADOR ELECTRICO ROTORK,,55996MG / ACTUADOR ELECTRICO ROTORK,IQM12 F10 B4,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,13539.33,,,,,45,,,,,No,236,ROTORK,220,55 - Conectores,,,,,,,1,Unidad,,,8205.66,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4111,ACTUADOR ELECTRICO ROTORK,,55996PH / ACTUADOR ELECTRICO ROTORK,IQ35 F16 B4,ACTUADOR ELECTRICO ROTORK,Producto con Inventario con Descuento y Despacho,No,8249.194275,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,5689.0995,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4112,CAJA DE ENGRANAJE IQM12 F10 B4,,55997AJ / CAJA DE ENGRANAJE IQM12 F10 B4,IW6/F16/228:1,CAJA DE ENGRANAJE IQM12 F10 B4,Producto con Inventario con Descuento y Despacho,No,2740,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,1658.06,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4113,CAJA DE ENGRANAJE 48¨,,"55997AA / CAJA DE ENGRANAJE 48""",IW8 IR2 360:1F,"CAJA DE ENGRANAJE 48""",Producto con Inventario con Descuento y Despacho,No,7466.41,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,4525.1,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4114,ACTUADOR BFV-7/KPL SCREW83/V10,,55999PP / ACTUADOR BFV-7/KPL SCREW83/V10,224-001816,ACTUADOR BFV-7/KPL SCREW83/V10,Producto con Inventario con Descuento y Despacho,No,46259.553,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,29031.0028,,144.1,100302,,,"GEA ANDINA SAS,PAYPAL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4115,ADAPTADOR F1-,,55998A / ADAPTADOR F1-,305065-2320052,ADAPTADOR F1-,Producto con Inventario con Descuento y Despacho,No,120.75,,,,,45,,,,,No,259,BRAY,208,55 - Válvulas,,,,,,,1,Unidad,,,69.52,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4116,ACTUADOR BFV-7/KPL SCREW83/V12,,55999PQ / ACTUADOR BFV-7/KPL SCREW83/V12,224-001818,ACTUADOR BFV-7/KPL SCREW83/V12,Producto con Inventario con Descuento y Despacho,No,553.01,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,,,316.01,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4117,"DISCO SS316 P/VALV. 10"" S30",,"55999DE / DISCO SS316 para válvula. 10"" S30",301000-9260158 0,"DISCO SS316 para válvula. 10"" S30",Producto con Inventario con Descuento y Despacho,No,521.85,,,,,45,,,,,No,259,BRAY,208,55 - Válvulas,,,,,,,1,Unidad,,,300.94,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4118,"DISCO 316SS P/VALV. 12"" S30",,"55999CE / DISCO 316SS para válvula. 12"" S30",301200-9260158,"DISCO 316SS para válvula. 12"" S30",Producto con Inventario con Descuento y Despacho,No,902,,,,,45,,,,,No,259,BRAY,208,55 - Válvulas,,,,,,,1,Unidad,,,454.44,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4119,VALV.SANIT CLAMP INOX 304 4´´,,55999OA / Válvula de industrial/ serie 304/ acero inoxidable/ modelo FIT00662,FIT00662,"Válvula de industrial, serie 304, acero inoxidable, modelo FIT00662",Producto con Inventario con Descuento y Despacho,No,164,,,,,45,,,,,No,275,JARABA,210,55 - Bombillos,,,,,,,1,Unidad,,,107.73,100302,,,"JARABA IMPORT, S.A",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4120,"DISCO SS316 P/VALV. 2"" S30",,"55999G / DISCO SS316 para válvula. 2"" S30",300200-9260158,"DISCO SS316 para válvula. 2"" S30",Producto con Inventario con Descuento y Despacho,No,41,,,,,45,,,,,No,259,BRAY,208,55 - Válvulas,,,,,,,1,Unidad,,,23.88,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4121,CAJA DE ENGRANAJE 48¨+ANTICORR,,"55997AF / CAJA DE ENGRANAJE 48""+ANTICORR",IW72R/F 30/384,"CAJA DE ENGRANAJE 48""+ANTICORR",Producto con Inventario con Descuento y Despacho,No,4607.48,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,2632.85,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4122,CAJA DE ENGRANAJE IQM20 F14 B4,,55997AK / CAJA DE ENGRANAJE IQM20 F14 B4,IW6R/F25/385:1,CAJA DE ENGRANAJE IQM20 F14 B4,Producto con Inventario con Descuento y Despacho,No,2485,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,1581.3735,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4123,CAJA DE ENGRANAJE 32¨+ANTICORR,,"55997AG / CAJA DE ENGRANAJE 32""+ANTICORR",IW6R/F30/152,"CAJA DE ENGRANAJE 32""+ANTICORR",Producto con Inventario con Descuento y Despacho,No,2670.2,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,1525.83,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4124,MONTURA P/POSICION C/1600-2100,,55999B MONTURA / Bray modelo 6A1600-2461053/ aplicación industrial,6A1600-2461053 6,"Bray modelo 6A1600-2461053, aplicación industrial",Producto con Inventario con Descuento y Despacho,No,15140.9203,,,,,45,,,,,No,259,BRAY,208,55 - Válvulas,,,,,,,1,Unidad,10442.014,,10442.014,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4125,CAJA DE ENGRANAJE COMPLETA,,55997AB / CAJA DE ENGRANAJE COMPLETA,IW4,CAJA DE ENGRANAJE COMPLETA,Producto con Inventario con Descuento y Despacho,No,1410.04,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,854.57,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4126,PALANCA   BFV-7/S 3 ¨ - 4 ¨,,"55999QB / PALANCA BFV-7/S 3 "" - 4 """,224-000545,"PALANCA BFV-7/S 3 "" - 4 """,Producto con Inventario con Descuento y Despacho,No,2253.387,,,,,45,,,,,No,260,GEA,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,1554.06,,1554.06,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4127,TORQUE TRANSDUCER FOR IQ18,,55997C / Torque transducer For iq18 ROTORK modelo 1J,1J,Torque transducer For iq18 ROTORK modelo 1J,Producto con Inventario con Descuento y Despacho,No,740.85,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,471.45,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4128,KIT DE MONTURA P/S92 118-127,,55999AB / KIT DE MONTURA para S92 118-127,6A1180-2461053 6,KIT DE MONTURA para S92 118-127,Producto con Inventario con Descuento y Despacho,No,10220.72274,,,,,45,,,,,No,259,BRAY,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,7048.7743,,7048.7743,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4129,JUEGO  REP.SEAL SET P/ VALVULA,,55999ORA / Válvula de industrial/ modelo TRC-DN100,TRC-DN100,"Válvula de industrial, modelo TRC-DN100",Producto con Inventario con Descuento y Despacho,No,362,,,,,45,,,,,No,260,GEA,212,55 - Sellos,,,,,,,1,Unidad,,,205.8,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4130,ACTUADOR DOBLE ACC.18¨/150,,"55996XA / ACTUADOR DOBLE ACC.18""/150",GH-085S-80F/D1,"ACTUADOR DOBLE ACC.18""/150",Producto con Inventario con Descuento y Despacho,No,9911,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,6006.67,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4131,VALV. SANITAR 2¨ OD 304/EPDM,,55999OD / Válvula de industrial/ serie 304/ modelo 224-911.13,224-911.13,"Válvula de industrial, serie 304, modelo 224-911.13",Producto con Inventario con Descuento y Despacho,No,11111.9983,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,1775.7882,,80,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4132,CAJA DE ENGRANAJE,,55997AE / CAJA DE ENGRANAJE,IWD52R,CAJA DE ENGRANAJE,Producto con Inventario con Descuento y Despacho,No,4453.2,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,2698.91,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4133,"VALV.SANIT.S/A 1"" C/ACTUADOR",,"55999JR&S / VálvulaSANIT.serie A 1"" C/ACTUADOR","K100 1"" 316L","VálvulaSANIT.serie A 1"" C/ACTUADOR",Producto con Inventario con Descuento y Despacho,No,23798.966,,,,,45,,,,,No,274,R&S SUPPLY,208,55 - Válvulas,,,,,,,1,Unidad,16413.08,,16413.08,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4134,CAJA DE ENGRANAJE IQM12 F10 B4,,55997AM / CAJA DE ENGRANAJE IQM12 F10 B4,IW5R/F16/144:1,CAJA DE ENGRANAJE IQM12 F10 B4,Producto con Inventario con Descuento y Despacho,No,1735,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,1050.11,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4135,VALV. SANITAR 1.5¨ OD 304/EPDM,,55999OC / Válvula de industrial/ serie 304/ modelo 224-911.12,224-911.12,"Válvula de industrial, serie 304, modelo 224-911.12",Producto con Inventario con Descuento y Despacho,No,4308.6605,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,2971.49,,2971.49,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4136,CAJA DE ENGRANAJE IQM12 F10 B4,,55997AL / CAJA DE ENGRANAJE IQM12 F10 B4,IW5R/F16/144:1,CAJA DE ENGRANAJE IQM12 F10 B4,Producto con Inventario con Descuento y Despacho,No,1735,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,1050.11,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4137,ACTUADOR NEUM. P/VAL GEN D/A,,55999P / ACTUADOR NEUM. para válvula GEN de A,2949,ACTUADOR NEUM. para válvula GEN de A,Producto con Inventario con Descuento y Despacho,No,399.82,,,,,45,,,,,No,264,GENEBRE,208,55 - Válvulas,,,,,,,1,Unidad,,,242.32,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4138,CAJA DE ENGRANAJE P/ACTUADOR,,55997BD / CAJA DE ENGRANAJE para ACTUADOR,IW5R INPUT F10,CAJA DE ENGRANAJE para ACTUADOR,Producto con Inventario con Descuento y Despacho,No,1598,,,,,45,,,,,No,236,ROTORK,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,968.27,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4139,ACTUADOR NEU.P/VALVULA GEN S/A,,55999Q / ACTUADOR NEU.para VALVULA GEN serie A,2944,ACTUADOR NEU.para VALVULA GEN serie A,Producto con Inventario con Descuento y Despacho,No,399.83,,,,,45,,,,,No,264,GENEBRE,208,55 - Válvulas,,,,,,,1,Unidad,,,242.32,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4140,ACTUADOR DOBLE ACC. ROTORK,,55996X / ACTUADOR DOBLE ACC. ROTORK,GH-85S-45F/D1,ACTUADOR DOBLE ACC. ROTORK,Producto con Inventario con Descuento y Despacho,No,3396,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,1813.35,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4141,CYLINDER SCREW M6X30,,55999ABC / Cylinder screw m6x30 modelo 902.099,902.099,Cylinder screw m6x30 modelo 902.099,Producto con Inventario con Descuento y Despacho,No,5.74,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,,,3.48,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4142,KIT DE MONTURA P/55999M,,55999R / KIT DE MONTURA para 55999M,5740-08,KIT DE MONTURA para 55999M,Producto con Inventario con Descuento y Despacho,No,22.13,,,,,45,,,,,No,264,GENEBRE,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,,,17.02,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4143,MONTURA P/POSICION C/0630-093,,55999A MONTURA / Bray modelo 6A0630-2461053/ aplicación industrial,6A0630-2461053 6,"Bray modelo 6A0630-2461053, aplicación industrial",Producto con Inventario con Descuento y Despacho,No,283.61,,,,,45,,,,,No,259,BRAY,208,55 - Válvulas,,,,,,,1,Unidad,,,171.89,100302,,,BRAY VALVULAS DE MEXICO SA DE CV,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4144,VALV. SANITAR 4¨ OD 304/EPDM,,55999OG / Válvula de industrial/ serie 304/ modelo 224-911.16,224-911.16,"Válvula de industrial, serie 304, modelo 224-911.16",Producto con Inventario con Descuento y Despacho,No,257.05,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,,,155.79,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4145,"VALV.SANIT 3"" TRICLAMP GENEB",,"55999O / Válvula de cuchilla de 3""/ marca BRAY/ modelo 2940-011",2940-011,"Válvula de cuchilla de 3"", marca BRAY, modelo 2940-011",Producto con Inventario con Descuento y Despacho,No,147.24,,,,,45,,,,,No,264,GENEBRE,210,55 - Bombillos,,,,,,,1,Unidad,,,127.197,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4146,"VALV.SANIT 1-1/2"" TRICLAMP GEN",,"55999M / Válvula de cuchilla de 1-1/2""/ marca BRAY/ modelo 2940-08",2940-08,"Válvula de cuchilla de 1-1/2"", marca BRAY, modelo 2940-08",Producto con Inventario con Descuento y Despacho,No,101.88,,,,,45,,,,,No,264,GENEBRE,210,55 - Bombillos,,,,,,,1,Unidad,,,78.37,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4147,VALV. SANITAR 3¨ OD 304/EPDM,,55999OF / Válvula de industrial/ serie 304/ modelo 7330-3001-0900,7330-3001-0900 224-911.15,"Válvula de industrial, serie 304, modelo 7330-3001-0900",Producto con Inventario con Descuento y Despacho,No,19299.86975,,,,,45,,,,,No,260,GEA,208,55 - Válvulas,,,,,,,1,Unidad,13310.255,,13310.255,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4148,VALVULA GENEBRE INOX DN15,,55999MA / Válvula de industrial/ acero inoxidable,,"Válvula de industrial, acero inoxidable",Producto con Inventario con Descuento y Despacho,No,202.07,,,,,45,,,,,No,6,LEZCANO,208,55 - Válvulas,,,,,,,1,Unidad,,,146.328,100302,,,"LEZCANO HERMANOS, S.A.S.",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4149,PALANCA  BFV-7/S 0.5 ¨ - 2.5 ¨,,"55999QA / PALANCA BFV-7/S 0.5 "" - 2.5 """,224-000544,"PALANCA BFV-7/S 0.5 "" - 2.5 """,Producto con Inventario con Descuento y Despacho,No,1402.8605,,,,,45,,,,,No,260,GEA,207,55 - Accesorios para valvulas,,,,,,,1,Unidad,967.49,,967.49,100302,,,GEA ANDINA SAS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
4150,ACTUADOR P/VAL. IQT 2000 ROTOR,,55997A / ACTUADOR para válvula. IQT 2000 ROTOR,300B0000-6,ACTUADOR para válvula. IQT 2000 ROTOR,Producto con Inventario con Descuento y Despacho,No,6710,,,,,45,,,,,No,236,ROTORK,208,55 - Válvulas,,,,,,,1,Unidad,,,4067.43,100302,,,ROTORK ANDINA SPA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
